SKU,Location,StockLevel,StockValue,DateTime,ChangeSource,Note
1TBHDD,Gaming PC & Laptops,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -1.98951966012828e-13, Corrected value: 0.0"
2.5-120-SATA-SSD,Sharjah,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -9.37916411203332e-13, Corrected value: 0.0"
256GBMSATA,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -7.105427357601e-15, Corrected value: 0.0"
2TBHDD,Gaming PC & Laptops,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -5.00222085975111e-12, Corrected value: 0.0"
BLS4G4D240FSB.8FBD2,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -2.2204460492503099e-16, Corrected value: 0.0"
CM4GX16GE2133C13K8,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -2.48689957516035e-14, Corrected value: 0.0"
CMH32GX4M4E3200C16,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMK16GX4M2B3000C15,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMK16GX4M2B3000C15B,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMK16GX4M2B3200C16,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMK16GX4M2B3333C16,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMK16GX4M2D3000C16,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMK16GX4M2D3000C16W,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMK16GX4M2D3600C16,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMK16GX4M2K4600C19,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMK16GX4M2Z3600C18,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMK16GX4M4A2666C16,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.881784197001249e-16, Corrected value: 0.0"
CMK32GX4M2A2133C13,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMK32GX4M2A2666C16,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -4.9737991503207e-14, Corrected value: 0.0"
CMK32GX4M2E3200C16,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -1.77635683940025e-14, Corrected value: 0.0"
CMK32GX4M2Z3600C18,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -1.77635683940025e-14, Corrected value: 0.0"
CMK32GX4M4A2666C16W,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -1.77635683940025e-14, Corrected value: 0.0"
CMK8GX4M2A2133C13,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -2.2204460492503099e-16, Corrected value: 0.0"
CMK8GX4M2A2400C14,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -2.2204460492503099e-16, Corrected value: 0.0"
CMR16GX4M2C3000C15,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMU16GX4M2C3200C16,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMW16GX4M2A2666C16,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMW16GX4M2C3200C16,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMW16GX4M2C3600C16W,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMW16GX4M2D3600C18,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMW32GX4M2A2666C16,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMW32GX4M2Z3600C18,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMW32GX4M4C3200C16,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -2.8421709430404e-14, Corrected value: 0.0"
CMW32GX4M4C3200C16W,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -1.77635683940025e-14, Corrected value: 0.0"
CMW32GX4M4D3600C18,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
CMW64GX4M4D3600C18,Default,0.0,0.0,2025-05-15 00:00:17,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
DX16GDDR4-U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -3.18323145620525e-12, Corrected value: 0.0"
DX16GDDR4AA3200U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -6.82121026329696e-13, Corrected value: 0.0"
DX16GDDR4P2133U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -6.82121026329696e-13, Corrected value: 0.0"
DX16GDDR4T2400U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -5.684341886080799e-13, Corrected value: 0.0"
DX16GDDR4T2400U-SAM,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -4.54747350886464e-13, Corrected value: 0.0"
DX16GDDR4V2666U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -2.8421709430403997e-13, Corrected value: 0.0"
DX16GDDR4V2666U-HYN,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -3.97903932025656e-13, Corrected value: 0.0"
DX16GDDR4V2666U-SAM,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -2.27373675443232e-13, Corrected value: 0.0"
DX16GDDR4Y2933U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -9.9475983006414e-14, Corrected value: 0.0"
DX4GDDR3-U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -2.72848410531878e-12, Corrected value: 0.0"
DX4GDDR3E-U 1RX8,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -5.32907051820075e-14, Corrected value: 0.0"
DX4GDDR3E1866U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -9.76996261670138e-15, Corrected value: 0.0"
DX4GDDR3LU1600U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
DX4GDDR3LU1866U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -4.44089209850063e-15, Corrected value: 0.0"
DX4GDDR4-U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -2.27373675443232e-13, Corrected value: 0.0"
DX4GDDR4E-U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -2.44249065417534e-15, Corrected value: 0.0"
DX4GDDR4EP2133U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -1.77635683940025e-14, Corrected value: 0.0"
DX4GDDR4ET2400U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -2.44249065417534e-15, Corrected value: 0.0"
DX8GDDR3-U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -6.366462912410499e-12, Corrected value: 0.0"
DX8GDDR3E-U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -9.094947017729279e-12, Corrected value: 0.0"
DX8GDDR3E1600U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -1.70530256582424e-13, Corrected value: 0.0"
DX8GDDR3LU1866U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -4.9737991503207e-14, Corrected value: 0.0"
DX8GDDR3U1066U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -1.0658141036401501e-14, Corrected value: 0.0"
DX8GDDR3U1600U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -7.8159700933611e-14, Corrected value: 0.0"
DX8GDDR4-U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -2.1827872842550297e-11, Corrected value: 0.0"
DX8GDDR4E-U,UK-Reballing,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -5.00222085975111e-12, Corrected value: 0.0"
DX8GDDR4E-U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -6.21724893790088e-14, Corrected value: 0.0"
DX8GDDR4E-U 1RX8,UK-Reballing,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -5.4569682106375694e-12, Corrected value: 0.0"
DX8GDDR4EP2133U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -1.55431223447522e-14, Corrected value: 0.0"
DX8GDDR4ET2400U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -3.10862446895044e-14, Corrected value: 0.0"
DX8GDDR4P2133U,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -5.00222085975111e-12, Corrected value: 0.0"
DX8GDDR4P2133U-HYN,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -3.69482222595252e-13, Corrected value: 0.0"
DX8GDDR4P2133U-KING,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -2.41584530158434e-13, Corrected value: 0.0"
DX8GDDR4P2133U-MIC,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -4.2632564145605996e-13, Corrected value: 0.0"
DX8GDDR4P2133U-SAM,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
DX8GDDR4T2400U-HYN,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -1.56319401867222e-13, Corrected value: 0.0"
DX8GDDR4T2400U-KING,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -1.77635683940025e-14, Corrected value: 0.0"
DX8GDDR4T2400U-MIC,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -2.27373675443232e-13, Corrected value: 0.0"
DX8GDDR4V2666U-HYN,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -2.8421709430404e-14, Corrected value: 0.0"
DX8GDDR4V2666U-KING,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -1.77635683940025e-14, Corrected value: 0.0"
DX8GDDR4V2666U-MIC,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -3.5527136788004997e-14, Corrected value: 0.0"
F4-2400C15D-16GVR,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
F4-2400C15D-8GVR,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -2.2204460492503099e-16, Corrected value: 0.0"
HA2160-7,Default,0.0,0.0,2025-05-15 00:00:18,Imported from file,"Import corrected - Original value: -1.77635683940025e-15, Corrected value: 0.0"
HA2160-9,Default,0.0,0.0,2025-05-15 00:00:19,Imported from file,"Import corrected - Original value: -5.3290705182007506e-15, Corrected value: 0.0"
HA2160-9SE,Default,0.0,0.0,2025-05-15 00:00:19,Imported from file,"Import corrected - Original value: -9.992007221626409e-16, Corrected value: 0.0"
HA2160-9WD,Default,0.0,0.0,2025-05-15 00:00:19,Imported from file,"Import corrected - Original value: -3.1086244689504403e-15, Corrected value: 0.0"
HA21TB-7,Default,0.0,0.0,2025-05-15 00:00:19,Imported from file,"Import corrected - Original value: -2.27373675443232e-13, Corrected value: 0.0"
HA21TB-7SE,Default,0.0,0.0,2025-05-15 00:00:19,Imported from file,"Import corrected - Original value: -2.27373675443232e-13, Corrected value: 0.0"
