ItemNumber,Location,FinalStockLevel,FinalStockValue,PurchasePrice
C1+B250+i59400F+30508G-32GB-P128GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-32GB-P128GN-S500GH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-32GB-P1TN,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-32GB-P1TN-S1TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-32GB-P1TN-S2TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-32GB-P1TN-S500GH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-32GB-P256GN,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-32GB-P256GN-S1TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-32GB-P256GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-32GB-P256GN-S500GH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-32GB-P512GN,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-32GB-P512GN-S1TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-32GB-P512GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-32GB-P512GN-S500GH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P128GN,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P128GN-S1TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P128GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P128GN-S500GH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P1TN,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P1TN-S1TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P1TN-S2TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P1TN-S500GH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P256GN,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P256GN-S1TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P256GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P256GN-S500GH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P512GN,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P512GN-S1TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P512GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i59400F+30508G-8GB-P512GN-S500GH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P128GN,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P128GN-S1TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P128GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P128GN-S500GH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P1TN,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P1TN-S1TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P1TN-S2TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P1TN-S500GH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P256GN,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P256GN-S1TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P256GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P256GN-S500GH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P512GN,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P512GN-S1TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P512GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-16GB-P512GN-S500GH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P128GN,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P128GN-S1TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P128GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P128GN-S500GH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P1TN,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P1TN-S1TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P1TN-S2TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P1TN-S500GH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P256GN,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P256GN-S1TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P256GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P256GN-S500GH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P512GN,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P512GN-S1TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P512GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-32GB-P512GN-S500GH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P128GN,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P128GN-S1TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P128GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P128GN-S500GH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P1TN,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P1TN-S1TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P1TN-S2TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P1TN-S500GH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P256GN,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P256GN-S1TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P256GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P256GN-S500GH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P512GN,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P512GN-S1TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P512GN-S2TH,Default,0.0,1.0,0.0
C1+B250+i79700F+30508G-8GB-P512GN-S500GH,Default,0.0,1.0,0.0
C1+B75+i73770+16GB+10302G+1T+256G,Default,0.0,0.0,0.0
C1+B75+i73770+16GB+1050TI4G+1T+256G,Default,0.0,0.0,0.0
C1+B75+i73770+16GB+1050TI4G+1TB+256GB,Default,0.0,1.0,0.007142857143
C1+B75+i73770+16GB+1080+1TB+512GB,Default,0.0,0.0,0.0
C1+B75+i73770+16GB+16504G+1T+256G,Default,0.0,0.0,0.0
C1+B75+i73770+16GB+16504G+1T+512G,Default,0.0,0.0,0.0
C1+B75+i73770+16GB+16504G+1TB+256GB,Default,0.0,1.0,1.0
C1+B75+i7-3770+16GB+16504G+1TB+256GB,Default,0.0,0.99,0.0
C1+B75+I73770+16GB+16504G+1TB+512GB,Default,0.0,0.0,0.0
C1+B760+i713700F+32GB+408016G+1TN,Default,0.0,0.0,0.0
C1+H410+i510400F+30508G,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P128GN,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P128GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P128GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P128GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P1TN,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P1TN-S1TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P1TN-S2TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P1TN-S500GH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P256GN,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P256GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P256GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P256GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P512GN,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P512GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P512GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-16GB-P512GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P128GN,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P128GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P128GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P128GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P1TN,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P1TN-S1TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P1TN-S2TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P1TN-S500GH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P256GN,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P256GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P256GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P256GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P512GN,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P512GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P512GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-32GB-P512GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P128GN,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P128GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P128GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P128GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P1TN,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P1TN-S1TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P1TN-S2TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P1TN-S500GH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P256GN,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P256GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P256GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P256GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P512GN,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P512GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P512GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i510400F+30508G-8GB-P512GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P128GN,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P128GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P128GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P128GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P1TN,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P1TN-S1TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P1TN-S2TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P1TN-S500GH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P256GN,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P256GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P256GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P256GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P512GN,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P512GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P512GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-16GB-P512GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P128GN,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P128GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P128GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P128GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P1TN,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P1TN-S1TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P1TN-S2TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P1TN-S500GH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P256GN,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P256GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P256GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P256GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P512GN,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P512GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P512GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-32GB-P512GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P128GN,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P128GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P128GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P128GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P1TN,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P1TN-S1TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P1TN-S2TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P1TN-S500GH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P256GN,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P256GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P256GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P256GN-S500GH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P512GN,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P512GN-S1TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P512GN-S2TH,Default,0.0,1.0,0.0
C1+H410+i710700F+30508G-8GB-P512GN-S500GH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P128GN,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P128GN-S1TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P128GN-S2TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P128GN-S500GH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P1TN,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P1TN-S1TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P1TN-S2TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P1TN-S500GH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P256GN,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P256GN-S1TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P256GN-S2TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P256GN-S500GH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P512GN,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P512GN-S1TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P512GN-S2TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-16GB-P512GN-S500GH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P128GN,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P128GN-S1TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P128GN-S2TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P128GN-S500GH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P1TN,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P1TN-S1TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P1TN-S2TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P1TN-S500GH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P256GN,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P256GN-S1TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P256GN-S2TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P256GN-S500GH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P512GN,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P512GN-S1TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P512GN-S2TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-32GB-P512GN-S500GH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P128GN,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P128GN-S1TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P128GN-S2TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P128GN-S500GH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P1TN,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P1TN-S1TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P1TN-S2TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P1TN-S500GH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P256GN,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P256GN-S1TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P256GN-S2TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P256GN-S500GH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P512GN,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P512GN-S1TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P512GN-S2TH,Default,0.0,1.0,0.0
C1+H410+I711700F+30508G-8GB-P512GN-S500GH,Default,0.0,1.0,0.0
C1+H470+i510400F+16GB+16504G+1T+256G,Default,0.0,0.0,0.0
C1+H470+i510400F+16GB+1660S6G+1T+256G,Default,0.0,0.0,0.0
C1+H470+i510400F+16GB+20606G+1T+256G,Default,0.0,0.0,0.0
C1+H470+i5-10400F+16GB+30508G+1T+256G,Default,0.0,1.0,0.0
C1+H470+i510400F+16GB+306012G+1T+256G,Default,0.0,0.0,0.0
C1+H470+i510400F+16GB+30708G+1T+256G,Default,0.0,0.0,0.0
C1+H470+i510400F+16GB+5808G+1T+256G,Default,0.0,0.0,0.0
C1+H470+I510400F+32GB+306012G+1T+512G,Default,0.0,1.0,1.0
C1+H470+I710700F+32GB+30708G+2T+512G,Default,0.0,1.0,1.0
C1+H470HDV+I5-10400F+32GB+16504G+1T+256G,Default,0.0,0.0,0.0
C1+H510+I510400F+32GB+306012G+1T+512G,Default,0.0,0.0,0.0
C1+H510+I510400F+32GB+306012G+1T+512G,Gaming PC & Laptops,36.0,0.0,0.0
C1+H510+I510400F+32GB+306012G+1T+512G,ITAD,0.0,0.0,0.0
C1+H510+I5-11400F+32GB+RTX4060+1T+512G-Composite,Default,0.0,0.0,0.0
C1+H510+I711700+32GB+20606G+1T,Default,0.0,0.0,0.0
C1+H510+I711700F+32GB+30708G+2T+1T,Default,0.0,0.0,0.0
C1+H510+i911900F+32GB+306012G+2T+512G,Default,0.0,0.0,0.0
C1+H510+i9-11900F+32GB+309024G+1T+256G,Default,0.0,0.0,0.0
C1+H610M+ i9-12900K+32GB+4070S12G+1TB,Default,0.0,0.0,0.0
C1+H610M+ i9-12900K+32GB+4070S12G+1TB,Gaming PC & Laptops,1.0,0.0,0.0
C1+H610M+ i9-12900K+32GB+408016G+1TB,Default,0.0,0.0,0.0
C1+H610M+ i9-12900K+32GB+408016G+1TB,Gaming PC & Laptops,1.0,0.0,0.0
C1+H610M+ i9-12900K+32GB+408016G+1TB,ITAD,0.0,0.0,0.0
C1+H610M+I712700+32GB+32GB+4070S12+1TB,Default,0.0,0.0,0.0
C1+H610M+I712700+32GB+32GB+4070S12+1TB,Sharjah,0.0,0.0,0.0
C1+H610M+I712700+32GB+32GB+4070S12+1TB,UK-Reballing,0.0,0.0,0.0
C1+H610M+I712700+32GB+32GB+4070S12+1TB,ITAD,0.0,0.0,0.0
C1+H610M+I712700+32GB+32GB+4070S12+1TB,Hong Kong,0.0,0.0,0.0
C1+H610M+I712700+32GB+32GB+4070S12+1TB,dr.memory FBA,0.0,0.0,0.0
C1+H610M+I712700+32GB+32GB+4070S12+1TB,Gaming PC & Laptops,2.0,0.0,0.0
C1+H610M+I712700+32GB+32GB+4070S12+1TB,Laptops,0.0,0.0,0.0
C1+H610M+I712700+32GB+32GB+4070S12+1TB,China-Shenzhen Office-450,0.0,0.0,0.0
C1+H610M+I712700+32GB+32GB+4070S12+1TB,China-Factory being built,0.0,0.0,0.0
C1+H610M+I712700+32GB+32GB+4070S12+1TB,UK Shop,0.0,0.0,0.0
C1+H610M+I712700+32GB+32GB+4070S12+1TB,PIR,0.0,0.0,0.0
C1+H610M+I712700+32GB+32GB+4070S12+1TB,Sharjah Warehouse1,0.0,0.0,0.0
C1+H610M+i9-13900KF+32GB+4070S12G+1TB,Default,0.0,0.0,0.0
C1+H610M+i9-13900KF+32GB+4070S12G+1TB,Gaming PC & Laptops,1.0,0.0,0.0
C1+H610M+i9-13900KF+32GB+408016G+1TB,Default,0.0,0.0,0.0
C1+H610M+i9-13900KF+32GB+408016G+1TB,Gaming PC & Laptops,1.0,0.0,0.0
C1+H610M+i9-14900F+32GB+408016G+1TB,Default,0.0,0.0,0.0
C1+H610M+i9-14900F+32GB+408016G+1TB,Gaming PC & Laptops,1.0,0.0,0.0
C1+H610M+i9-14900F+32GB+408016G+1TB,ITAD,0.0,0.0,0.0
C15-UK-2M,Default,57.0,88.35,1.5499999999999998
C1-FAN,Default,0.0,0.0,1.023176666
C1-FAN,Gaming PC & Laptops,5.0,5.116666666666667,1.0233333333333334
C1-FRONT-PANEL,Default,0.0,0.0,4.804202995
C1-FRONT-PANEL,Gaming PC & Laptops,31.0,148.56519819727902,4.792425748299319
C1-FRONT-PANEL,UK Shop,8.0,38.34,4.7925
C1-FRONT-PANEL,China-Shenzhen Office-450,0.0,0.0,0.0
C1-RGB-SIDE-PANEL,Default,0.0,0.0,1.0
C1-RGB-SIDE-PANEL,Gaming PC & Laptops,99.0,99.0,1.0
C1-VariationEbay,Default,0.0,0.0,0.0
C2+A520M+R5-5500+16GB+1050TI4G+1T+512G,Default,0.0,0.0,0.0
C2+A520M+R5-5500+16GB+16504G+1T+512G,Default,0.0,0.0,0.0
C2+A520M+R5-5500+32GB+306012G+1T+256GB,Default,0.0,0.0,0.0
C2+A520M+R5-5500+32GB+306012G+1T+512G,Default,0.0,0.0,0.0
C2+A520M+R5-5600G+32GB+NOGPU+1T+256G,Default,0.0,0.0,0.0
C2+B75+i73770+16GB+1050TI4G+1T+256G,Default,0.0,0.0,0.0
C2+B75+i73770+16GB+16504G+1T+512G,Default,0.0,0.0,0.0
C2+B75+i7-3770+16GB+16504G+1TB+256GB,Default,0.0,0.0,0.0
C2+B75+i7-3770+16GB+7302G+1T+256G,Default,0.0,0.0,0.0
C2+B760+i713700F+32GB+408016G+1TN,Default,0.0,0.0,0.0
C2+H470+i510400F+32GB+306012G+1T+512G,Default,0.0,0.0,0.0
C2+H470+i510400F+32GB+306012G+1T+512G,PIR,0.0,0.0,0.0
C2+H470+i510400F+32GB+306012G+1T+512G,Laptops,0.0,0.0,0.0
C2+H470+i510400F+32GB+306012G+1T+512G,dr.memory FBA,0.0,0.0,0.0
C2+H470+i510400F+32GB+306012G+1T+512G,UK Shop,0.0,0.0,0.0
C2+H470+i510400F+32GB+306012G+1T+512G,Gaming PC & Laptops,0.0,0.0,0.0
C2+H470+i510400F+32GB+306012G+1T+512G,Hong Kong,0.0,0.0,0.0
C2+H470+i510400F+32GB+306012G+1T+512G,ITAD,0.0,0.0,0.0
C2+H470HDV+I510400F+32GB+16504G+1T+256G,Default,0.0,0.0,0.0
C2+H470MHDV+i5-10400F+32GB+16504G+1T+256G,Default,0.0,0.0,0.0
C2+H510+I510400F+32GB+306012G+1T+512G,Default,0.0,0.0,0.0
C2+H510+I510400F+32GB+306012G+1T+512G,Laptops,0.0,0.0,0.0
C2+H510+I510400F+32GB+306012G+1T+512G,UK Shop,0.0,0.0,0.0
C2+H510+I510400F+32GB+306012G+1T+512G,ITAD,0.0,0.0,0.0
C2+H510+I510400F+32GB+306012G+1T+512G,Gaming PC & Laptops,393.0,0.0,0.0
C2+H510+I510400F+32GB+306012G+1T+512G,PIR,0.0,0.0,0.0
C2+H510+I711700F+32GB+30708G+2T+1T,Default,0.0,0.0,0.0
C2+H510+i911900F+32GB+306012G+2T+512G,Default,0.0,0.0,0.0
C2+H610M+ i9-12900K+32GB+4070S12G+1TB,Default,0.0,0.0,0.0
C2+H610M+ i9-12900K+32GB+4070S12G+1TB,Gaming PC & Laptops,1.0,0.0,0.0
C2+H610M+ i9-12900K+32GB+408016G+1TB,Default,0.0,0.0,0.0
C2+H610M+ i9-12900K+32GB+408016G+1TB,Gaming PC & Laptops,1.0,0.0,0.0
C2+H610M+ i9-12900K+32GB+408016G+1TB,ITAD,0.0,0.0,0.0
C2+H610M+I712700+32GB+32GB+4070S12+1TB,Default,0.0,0.0,0.0
C2+H610M+I712700+32GB+32GB+4070S12+1TB,Gaming PC & Laptops,2.0,0.0,0.0
C2+H610M+I712700+32GB+32GB+4070S12+1TB,Sharjah,0.0,0.0,0.0
C2+H610M+I712700+32GB+32GB+4070S12+1TB,dr.memory FBA,0.0,0.0,0.0
C2+H610M+I712700+32GB+32GB+4070S12+1TB,Sharjah Warehouse1,0.0,0.0,0.0
